sample-id,absolute-filepath,direction
24B,/data03/bio/rogachev_human/blood/24B_S10_R1_001.fastq.gz,forward
24B,/data03/bio/rogachev_human/blood/24B_S10_R2_001.fastq.gz,reverse
25b,/data03/bio/rogachev_human/blood/25b_S96_R1_001.fastq.gz,forward
25b,/data03/bio/rogachev_human/blood/25b_S96_R2_001.fastq.gz,reverse
26B,/data03/bio/rogachev_human/blood/26B_S11_R1_001.fastq.gz,forward
26B,/data03/bio/rogachev_human/blood/26B_S11_R2_001.fastq.gz,reverse
27B,/data03/bio/rogachev_human/blood/27B_S12_R1_001.fastq.gz,forward
27B,/data03/bio/rogachev_human/blood/27B_S12_R2_001.fastq.gz,reverse
28B,/data03/bio/rogachev_human/blood/28B_S13_R1_001.fastq.gz,forward
28B,/data03/bio/rogachev_human/blood/28B_S13_R2_001.fastq.gz,reverse
29B,/data03/bio/rogachev_human/blood/29B_S14_R1_001.fastq.gz,forward
29B,/data03/bio/rogachev_human/blood/29B_S14_R2_001.fastq.gz,reverse
2b,/data03/bio/rogachev_human/blood/2b_S17_R1_001.fastq.gz,forward
2b,/data03/bio/rogachev_human/blood/2b_S17_R2_001.fastq.gz,reverse
301B,/data03/bio/rogachev_human/blood/301B_S116_R1_001.fastq.gz,forward
301B,/data03/bio/rogachev_human/blood/301B_S116_R2_001.fastq.gz,reverse
302B,/data03/bio/rogachev_human/blood/302B_S117_R1_001.fastq.gz,forward
302B,/data03/bio/rogachev_human/blood/302B_S117_R2_001.fastq.gz,reverse
305b,/data03/bio/rogachev_human/blood/305b_S75_R1_001.fastq.gz,forward
305b,/data03/bio/rogachev_human/blood/305b_S75_R2_001.fastq.gz,reverse
307b,/data03/bio/rogachev_human/blood/307b_S76_R1_001.fastq.gz,forward
307b,/data03/bio/rogachev_human/blood/307b_S76_R2_001.fastq.gz,reverse
308b,/data03/bio/rogachev_human/blood/308b_S77_R1_001.fastq.gz,forward
308b,/data03/bio/rogachev_human/blood/308b_S77_R2_001.fastq.gz,reverse
309b,/data03/bio/rogachev_human/blood/309b_S115_R1_001.fastq.gz,forward
309b,/data03/bio/rogachev_human/blood/309b_S115_R2_001.fastq.gz,reverse
30B,/data03/bio/rogachev_human/blood/30B_S15_R1_001.fastq.gz,forward
30B,/data03/bio/rogachev_human/blood/30B_S15_R2_001.fastq.gz,reverse
310b,/data03/bio/rogachev_human/blood/310b_S127_R1_001.fastq.gz,forward
310b,/data03/bio/rogachev_human/blood/310b_S127_R2_001.fastq.gz,reverse
311b,/data03/bio/rogachev_human/blood/311b_S78_R1_001.fastq.gz,forward
311b,/data03/bio/rogachev_human/blood/311b_S78_R2_001.fastq.gz,reverse
313B,/data03/bio/rogachev_human/blood/3-1-3-B_S57_R1_001.fastq.gz,forward
313B,/data03/bio/rogachev_human/blood/3-1-3-B_S57_R2_001.fastq.gz,reverse
314b,/data03/bio/rogachev_human/blood/314b_S79_R1_001.fastq.gz,forward
314b,/data03/bio/rogachev_human/blood/314b_S79_R2_001.fastq.gz,reverse
315b,/data03/bio/rogachev_human/blood/315b_S80_R1_001.fastq.gz,forward
315b,/data03/bio/rogachev_human/blood/315b_S80_R2_001.fastq.gz,reverse
317b,/data03/bio/rogachev_human/blood/317b_S81_R1_001.fastq.gz,forward
317b,/data03/bio/rogachev_human/blood/317b_S81_R2_001.fastq.gz,reverse
31b,/data03/bio/rogachev_human/blood/31b_S108_R1_001.fastq.gz,forward
31b,/data03/bio/rogachev_human/blood/31b_S108_R2_001.fastq.gz,reverse
321b,/data03/bio/rogachev_human/blood/321b_S138_R1_001.fastq.gz,forward
321b,/data03/bio/rogachev_human/blood/321b_S138_R2_001.fastq.gz,reverse
324b,/data03/bio/rogachev_human/blood/324b_S82_R1_001.fastq.gz,forward
324b,/data03/bio/rogachev_human/blood/324b_S82_R2_001.fastq.gz,reverse
328b,/data03/bio/rogachev_human/blood/328b_S83_R1_001.fastq.gz,forward
328b,/data03/bio/rogachev_human/blood/328b_S83_R2_001.fastq.gz,reverse
329b,/data03/bio/rogachev_human/blood/329b_S84_R1_001.fastq.gz,forward
329b,/data03/bio/rogachev_human/blood/329b_S84_R2_001.fastq.gz,reverse
32B,/data03/bio/rogachev_human/blood/32B_S97_R1_001.fastq.gz,forward
32B,/data03/bio/rogachev_human/blood/32B_S97_R2_001.fastq.gz,reverse
330b,/data03/bio/rogachev_human/blood/330b_S92_R1_001.fastq.gz,forward
330b,/data03/bio/rogachev_human/blood/330b_S92_R2_001.fastq.gz,reverse
331b,/data03/bio/rogachev_human/blood/331b_S104_R1_001.fastq.gz,forward
331b,/data03/bio/rogachev_human/blood/331b_S104_R2_001.fastq.gz,reverse
332B,/data03/bio/rogachev_human/blood/332B_S142_R1_001.fastq.gz,forward
332B,/data03/bio/rogachev_human/blood/332B_S142_R2_001.fastq.gz,reverse
335B,/data03/bio/rogachev_human/blood/335B_S118_R1_001.fastq.gz,forward
335B,/data03/bio/rogachev_human/blood/335B_S118_R2_001.fastq.gz,reverse
337b,/data03/bio/rogachev_human/blood/337b_S85_R1_001.fastq.gz,forward
337b,/data03/bio/rogachev_human/blood/337b_S85_R2_001.fastq.gz,reverse
338B,/data03/bio/rogachev_human/blood/338B_S119_R1_001.fastq.gz,forward
338B,/data03/bio/rogachev_human/blood/338B_S119_R2_001.fastq.gz,reverse
339b,/data03/bio/rogachev_human/blood/339b_S116_R1_001.fastq.gz,forward
339b,/data03/bio/rogachev_human/blood/339b_S116_R2_001.fastq.gz,reverse
339B,/data03/bio/rogachev_human/blood/339B_S120_R1_001.fastq.gz,forward
339B,/data03/bio/rogachev_human/blood/339B_S120_R2_001.fastq.gz,reverse
33B,/data03/bio/rogachev_human/blood/33B_S98_R1_001.fastq.gz,forward
33B,/data03/bio/rogachev_human/blood/33B_S98_R2_001.fastq.gz,reverse
340b,/data03/bio/rogachev_human/blood/340b_S128_R1_001.fastq.gz,forward
340b,/data03/bio/rogachev_human/blood/340b_S128_R2_001.fastq.gz,reverse
343b,/data03/bio/rogachev_human/blood/343b_S139_R1_001.fastq.gz,forward
343b,/data03/bio/rogachev_human/blood/343b_S139_R2_001.fastq.gz,reverse
346b,/data03/bio/rogachev_human/blood/346b_S86_R1_001.fastq.gz,forward
346b,/data03/bio/rogachev_human/blood/346b_S86_R2_001.fastq.gz,reverse
348B,/data03/bio/rogachev_human/blood/348B_S121_R1_001.fastq.gz,forward
348B,/data03/bio/rogachev_human/blood/348B_S121_R2_001.fastq.gz,reverse
34B,/data03/bio/rogachev_human/blood/34B_S99_R1_001.fastq.gz,forward
34B,/data03/bio/rogachev_human/blood/34B_S99_R2_001.fastq.gz,reverse
350b,/data03/bio/rogachev_human/blood/350b_S87_R1_001.fastq.gz,forward
350b,/data03/bio/rogachev_human/blood/350b_S87_R2_001.fastq.gz,reverse
351b,/data03/bio/rogachev_human/blood/351b_S106_R1_001.fastq.gz,forward
351b,/data03/bio/rogachev_human/blood/351b_S106_R2_001.fastq.gz,reverse
352b,/data03/bio/rogachev_human/blood/352b_S88_R1_001.fastq.gz,forward
352b,/data03/bio/rogachev_human/blood/352b_S88_R2_001.fastq.gz,reverse
353B,/data03/bio/rogachev_human/blood/353B_S122_R1_001.fastq.gz,forward
353B,/data03/bio/rogachev_human/blood/353B_S122_R2_001.fastq.gz,reverse
354B,/data03/bio/rogachev_human/blood/354B_S123_R1_001.fastq.gz,forward
354B,/data03/bio/rogachev_human/blood/354B_S123_R2_001.fastq.gz,reverse
355b,/data03/bio/rogachev_human/blood/355b_S89_R1_001.fastq.gz,forward
355b,/data03/bio/rogachev_human/blood/355b_S89_R2_001.fastq.gz,reverse
356B,/data03/bio/rogachev_human/blood/356B_S127_R1_001.fastq.gz,forward
356B,/data03/bio/rogachev_human/blood/356B_S127_R2_001.fastq.gz,reverse
357b,/data03/bio/rogachev_human/blood/357b_S90_R1_001.fastq.gz,forward
357b,/data03/bio/rogachev_human/blood/357b_S90_R2_001.fastq.gz,reverse
358b,/data03/bio/rogachev_human/blood/358b_S118_R1_001.fastq.gz,forward
358b,/data03/bio/rogachev_human/blood/358b_S118_R2_001.fastq.gz,reverse
359b,/data03/bio/rogachev_human/blood/359b_S91_R1_001.fastq.gz,forward
359b,/data03/bio/rogachev_human/blood/359b_S91_R2_001.fastq.gz,reverse
35B,/data03/bio/rogachev_human/blood/35B_S16_R1_001.fastq.gz,forward
35B,/data03/bio/rogachev_human/blood/35B_S16_R2_001.fastq.gz,reverse
360b,/data03/bio/rogachev_human/blood/360b_S93_R1_001.fastq.gz,forward
360b,/data03/bio/rogachev_human/blood/360b_S93_R2_001.fastq.gz,reverse
361b,/data03/bio/rogachev_human/blood/361b_S105_R1_001.fastq.gz,forward
361b,/data03/bio/rogachev_human/blood/361b_S105_R2_001.fastq.gz,reverse
361B,/data03/bio/rogachev_human/blood/361B_S128_R1_001.fastq.gz,forward
361B,/data03/bio/rogachev_human/blood/361B_S128_R2_001.fastq.gz,reverse
362b,/data03/bio/rogachev_human/blood/362b_S92_R1_001.fastq.gz,forward
362b,/data03/bio/rogachev_human/blood/362b_S92_R2_001.fastq.gz,reverse
364B,/data03/bio/rogachev_human/blood/364B_S129_R1_001.fastq.gz,forward
364B,/data03/bio/rogachev_human/blood/364B_S129_R2_001.fastq.gz,reverse
365b,/data03/bio/rogachev_human/blood/365b_S93_R1_001.fastq.gz,forward
365b,/data03/bio/rogachev_human/blood/365b_S93_R2_001.fastq.gz,reverse
366b,/data03/bio/rogachev_human/blood/366b_S94_R1_001.fastq.gz,forward
366b,/data03/bio/rogachev_human/blood/366b_S94_R2_001.fastq.gz,reverse
367b,/data03/bio/rogachev_human/blood/367b_S95_R1_001.fastq.gz,forward
367b,/data03/bio/rogachev_human/blood/367b_S95_R2_001.fastq.gz,reverse
369b,/data03/bio/rogachev_human/blood/369b_S96_R1_001.fastq.gz,forward
369b,/data03/bio/rogachev_human/blood/369b_S96_R2_001.fastq.gz,reverse
36b,/data03/bio/rogachev_human/blood/36b_S120_R1_001.fastq.gz,forward
36b,/data03/bio/rogachev_human/blood/36b_S120_R2_001.fastq.gz,reverse
370b,/data03/bio/rogachev_human/blood/370b_S97_R1_001.fastq.gz,forward
370b,/data03/bio/rogachev_human/blood/370b_S97_R2_001.fastq.gz,reverse
371b,/data03/bio/rogachev_human/blood/371b_S98_R1_001.fastq.gz,forward
371b,/data03/bio/rogachev_human/blood/371b_S98_R2_001.fastq.gz,reverse
372b,/data03/bio/rogachev_human/blood/372b_S99_R1_001.fastq.gz,forward
372b,/data03/bio/rogachev_human/blood/372b_S99_R2_001.fastq.gz,reverse
373b,/data03/bio/rogachev_human/blood/373b_S100_R1_001.fastq.gz,forward
373b,/data03/bio/rogachev_human/blood/373b_S100_R2_001.fastq.gz,reverse
374b,/data03/bio/rogachev_human/blood/374b_S101_R1_001.fastq.gz,forward
374b,/data03/bio/rogachev_human/blood/374b_S101_R2_001.fastq.gz,reverse
375b,/data03/bio/rogachev_human/blood/375b_S102_R1_001.fastq.gz,forward
375b,/data03/bio/rogachev_human/blood/375b_S102_R2_001.fastq.gz,reverse
377b,/data03/bio/rogachev_human/blood/377b_S103_R1_001.fastq.gz,forward
377b,/data03/bio/rogachev_human/blood/377b_S103_R2_001.fastq.gz,reverse
378b,/data03/bio/rogachev_human/blood/378b_S104_R1_001.fastq.gz,forward
378b,/data03/bio/rogachev_human/blood/378b_S104_R2_001.fastq.gz,reverse
379b,/data03/bio/rogachev_human/blood/379b_S105_R1_001.fastq.gz,forward
379b,/data03/bio/rogachev_human/blood/379b_S105_R2_001.fastq.gz,reverse
37b,/data03/bio/rogachev_human/blood/37b_S131_R1_001.fastq.gz,forward
37b,/data03/bio/rogachev_human/blood/37b_S131_R2_001.fastq.gz,reverse
380b,/data03/bio/rogachev_human/blood/380b_S106_R1_001.fastq.gz,forward
380b,/data03/bio/rogachev_human/blood/380b_S106_R2_001.fastq.gz,reverse
381b,/data03/bio/rogachev_human/blood/381b_S107_R1_001.fastq.gz,forward
381b,/data03/bio/rogachev_human/blood/381b_S107_R2_001.fastq.gz,reverse
384b,/data03/bio/rogachev_human/blood/384b_S108_R1_001.fastq.gz,forward
384b,/data03/bio/rogachev_human/blood/384b_S108_R2_001.fastq.gz,reverse
385b,/data03/bio/rogachev_human/blood/385b_S109_R1_001.fastq.gz,forward
385b,/data03/bio/rogachev_human/blood/385b_S109_R2_001.fastq.gz,reverse
386b,/data03/bio/rogachev_human/blood/386b_S110_R1_001.fastq.gz,forward
386b,/data03/bio/rogachev_human/blood/386b_S110_R2_001.fastq.gz,reverse
387b,/data03/bio/rogachev_human/blood/387b_S53_R1_001.fastq.gz,forward
387b,/data03/bio/rogachev_human/blood/387b_S53_R2_001.fastq.gz,reverse
389b,/data03/bio/rogachev_human/blood/389b_S54_R1_001.fastq.gz,forward
389b,/data03/bio/rogachev_human/blood/389b_S54_R2_001.fastq.gz,reverse
38B,/data03/bio/rogachev_human/blood/38B_S17_R1_001.fastq.gz,forward
38B,/data03/bio/rogachev_human/blood/38B_S17_R2_001.fastq.gz,reverse
391b,/data03/bio/rogachev_human/blood/391b_S55_R1_001.fastq.gz,forward
391b,/data03/bio/rogachev_human/blood/391b_S55_R2_001.fastq.gz,reverse
393b,/data03/bio/rogachev_human/blood/393b_S56_R1_001.fastq.gz,forward
393b,/data03/bio/rogachev_human/blood/393b_S56_R2_001.fastq.gz,reverse
394b,/data03/bio/rogachev_human/blood/394b_S57_R1_001.fastq.gz,forward
394b,/data03/bio/rogachev_human/blood/394b_S57_R2_001.fastq.gz,reverse
395b,/data03/bio/rogachev_human/blood/395b_S58_R1_001.fastq.gz,forward
395b,/data03/bio/rogachev_human/blood/395b_S58_R2_001.fastq.gz,reverse
396b,/data03/bio/rogachev_human/blood/396b_S59_R1_001.fastq.gz,forward
396b,/data03/bio/rogachev_human/blood/396b_S59_R2_001.fastq.gz,reverse
397b,/data03/bio/rogachev_human/blood/397b_S60_R1_001.fastq.gz,forward
397b,/data03/bio/rogachev_human/blood/397b_S60_R2_001.fastq.gz,reverse
398b,/data03/bio/rogachev_human/blood/398b_S61_R1_001.fastq.gz,forward
398b,/data03/bio/rogachev_human/blood/398b_S61_R2_001.fastq.gz,reverse
399b,/data03/bio/rogachev_human/blood/399b_S62_R1_001.fastq.gz,forward
399b,/data03/bio/rogachev_human/blood/399b_S62_R2_001.fastq.gz,reverse
39b,/data03/bio/rogachev_human/blood/39b_S85_R1_001.fastq.gz,forward
39b,/data03/bio/rogachev_human/blood/39b_S85_R2_001.fastq.gz,reverse
3b,/data03/bio/rogachev_human/blood/3b_S18_R1_001.fastq.gz,forward
3b,/data03/bio/rogachev_human/blood/3b_S18_R2_001.fastq.gz,reverse
400b,/data03/bio/rogachev_human/blood/400b_S63_R1_001.fastq.gz,forward
400b,/data03/bio/rogachev_human/blood/400b_S63_R2_001.fastq.gz,reverse
401b,/data03/bio/rogachev_human/blood/401b_S64_R1_001.fastq.gz,forward
401b,/data03/bio/rogachev_human/blood/401b_S64_R2_001.fastq.gz,reverse
402b,/data03/bio/rogachev_human/blood/402b_S65_R1_001.fastq.gz,forward
402b,/data03/bio/rogachev_human/blood/402b_S65_R2_001.fastq.gz,reverse
404b,/data03/bio/rogachev_human/blood/404b_S66_R1_001.fastq.gz,forward
404b,/data03/bio/rogachev_human/blood/404b_S66_R2_001.fastq.gz,reverse
406b,/data03/bio/rogachev_human/blood/406b_S67_R1_001.fastq.gz,forward
406b,/data03/bio/rogachev_human/blood/406b_S67_R2_001.fastq.gz,reverse
407b,/data03/bio/rogachev_human/blood/407b_S68_R1_001.fastq.gz,forward
407b,/data03/bio/rogachev_human/blood/407b_S68_R2_001.fastq.gz,reverse
408b,/data03/bio/rogachev_human/blood/408b_S69_R1_001.fastq.gz,forward
408b,/data03/bio/rogachev_human/blood/408b_S69_R2_001.fastq.gz,reverse
409b,/data03/bio/rogachev_human/blood/409b_S70_R1_001.fastq.gz,forward
409b,/data03/bio/rogachev_human/blood/409b_S70_R2_001.fastq.gz,reverse
40b,/data03/bio/rogachev_human/blood/40b_S97_R1_001.fastq.gz,forward
40b,/data03/bio/rogachev_human/blood/40b_S97_R2_001.fastq.gz,reverse
410b,/data03/bio/rogachev_human/blood/410b_S71_R1_001.fastq.gz,forward
410b,/data03/bio/rogachev_human/blood/410b_S71_R2_001.fastq.gz,reverse
411b,/data03/bio/rogachev_human/blood/411b_S72_R1_001.fastq.gz,forward
411b,/data03/bio/rogachev_human/blood/411b_S72_R2_001.fastq.gz,reverse
412b,/data03/bio/rogachev_human/blood/412b_S73_R1_001.fastq.gz,forward
412b,/data03/bio/rogachev_human/blood/412b_S73_R2_001.fastq.gz,reverse
413b,/data03/bio/rogachev_human/blood/413b_S74_R1_001.fastq.gz,forward
413b,/data03/bio/rogachev_human/blood/413b_S74_R2_001.fastq.gz,reverse
414b,/data03/bio/rogachev_human/blood/414b_S75_R1_001.fastq.gz,forward
414b,/data03/bio/rogachev_human/blood/414b_S75_R2_001.fastq.gz,reverse
415b,/data03/bio/rogachev_human/blood/415b_S76_R1_001.fastq.gz,forward
415b,/data03/bio/rogachev_human/blood/415b_S76_R2_001.fastq.gz,reverse
416b,/data03/bio/rogachev_human/blood/416b_S77_R1_001.fastq.gz,forward
416b,/data03/bio/rogachev_human/blood/416b_S77_R2_001.fastq.gz,reverse
417b,/data03/bio/rogachev_human/blood/417b_S78_R1_001.fastq.gz,forward
417b,/data03/bio/rogachev_human/blood/417b_S78_R2_001.fastq.gz,reverse
419b,/data03/bio/rogachev_human/blood/419b_S79_R1_001.fastq.gz,forward
419b,/data03/bio/rogachev_human/blood/419b_S79_R2_001.fastq.gz,reverse
41b,/data03/bio/rogachev_human/blood/41b_S109_R1_001.fastq.gz,forward
41b,/data03/bio/rogachev_human/blood/41b_S109_R2_001.fastq.gz,reverse
420b,/data03/bio/rogachev_human/blood/420b_S80_R1_001.fastq.gz,forward
420b,/data03/bio/rogachev_human/blood/420b_S80_R2_001.fastq.gz,reverse
421b,/data03/bio/rogachev_human/blood/421b_S81_R1_001.fastq.gz,forward
421b,/data03/bio/rogachev_human/blood/421b_S81_R2_001.fastq.gz,reverse
422B,/data03/bio/rogachev_human/blood/422B_S130_R1_001.fastq.gz,forward
422B,/data03/bio/rogachev_human/blood/422B_S130_R2_001.fastq.gz,reverse
423B,/data03/bio/rogachev_human/blood/423B_S131_R1_001.fastq.gz,forward
423B,/data03/bio/rogachev_human/blood/423B_S131_R2_001.fastq.gz,reverse
424B,/data03/bio/rogachev_human/blood/424B_S132_R1_001.fastq.gz,forward
424B,/data03/bio/rogachev_human/blood/424B_S132_R2_001.fastq.gz,reverse
425B,/data03/bio/rogachev_human/blood/425B_S133_R1_001.fastq.gz,forward
425B,/data03/bio/rogachev_human/blood/425B_S133_R2_001.fastq.gz,reverse
426B,/data03/bio/rogachev_human/blood/426B_S134_R1_001.fastq.gz,forward
426B,/data03/bio/rogachev_human/blood/426B_S134_R2_001.fastq.gz,reverse
427B,/data03/bio/rogachev_human/blood/427B_S135_R1_001.fastq.gz,forward
427B,/data03/bio/rogachev_human/blood/427B_S135_R2_001.fastq.gz,reverse
428B,/data03/bio/rogachev_human/blood/428B_S136_R1_001.fastq.gz,forward
428B,/data03/bio/rogachev_human/blood/428B_S136_R2_001.fastq.gz,reverse
429B,/data03/bio/rogachev_human/blood/429B_S137_R1_001.fastq.gz,forward
429B,/data03/bio/rogachev_human/blood/429B_S137_R2_001.fastq.gz,reverse
42B,/data03/bio/rogachev_human/blood/42B_S18_R1_001.fastq.gz,forward
42B,/data03/bio/rogachev_human/blood/42B_S18_R2_001.fastq.gz,reverse
430B,/data03/bio/rogachev_human/blood/430B_S138_R1_001.fastq.gz,forward
430B,/data03/bio/rogachev_human/blood/430B_S138_R2_001.fastq.gz,reverse
431B,/data03/bio/rogachev_human/blood/431B_S139_R1_001.fastq.gz,forward
431B,/data03/bio/rogachev_human/blood/431B_S139_R2_001.fastq.gz,reverse
435B,/data03/bio/rogachev_human/blood/435B_S140_R1_001.fastq.gz,forward
435B,/data03/bio/rogachev_human/blood/435B_S140_R2_001.fastq.gz,reverse
436B,/data03/bio/rogachev_human/blood/436B_S143_R1_001.fastq.gz,forward
436B,/data03/bio/rogachev_human/blood/436B_S143_R2_001.fastq.gz,reverse
437B,/data03/bio/rogachev_human/blood/437B_S144_R1_001.fastq.gz,forward
437B,/data03/bio/rogachev_human/blood/437B_S144_R2_001.fastq.gz,reverse
438B,/data03/bio/rogachev_human/blood/438B_S145_R1_001.fastq.gz,forward
438B,/data03/bio/rogachev_human/blood/438B_S145_R2_001.fastq.gz,reverse
439B,/data03/bio/rogachev_human/blood/439B_S146_R1_001.fastq.gz,forward
439B,/data03/bio/rogachev_human/blood/439B_S146_R2_001.fastq.gz,reverse
43B,/data03/bio/rogachev_human/blood/43B_S100_R1_001.fastq.gz,forward
43B,/data03/bio/rogachev_human/blood/43B_S100_R2_001.fastq.gz,reverse
440B,/data03/bio/rogachev_human/blood/440B_S147_R1_001.fastq.gz,forward
440B,/data03/bio/rogachev_human/blood/440B_S147_R2_001.fastq.gz,reverse
441B,/data03/bio/rogachev_human/blood/441B_S148_R1_001.fastq.gz,forward
441B,/data03/bio/rogachev_human/blood/441B_S148_R2_001.fastq.gz,reverse
442B,/data03/bio/rogachev_human/blood/442B_S149_R1_001.fastq.gz,forward
442B,/data03/bio/rogachev_human/blood/442B_S149_R2_001.fastq.gz,reverse
443B,/data03/bio/rogachev_human/blood/443B_S164_R1_001.fastq.gz,forward
443B,/data03/bio/rogachev_human/blood/443B_S164_R2_001.fastq.gz,reverse
444B,/data03/bio/rogachev_human/blood/444B_S150_R1_001.fastq.gz,forward
444B,/data03/bio/rogachev_human/blood/444B_S150_R2_001.fastq.gz,reverse
445B,/data03/bio/rogachev_human/blood/445B_S152_R1_001.fastq.gz,forward
445B,/data03/bio/rogachev_human/blood/445B_S152_R2_001.fastq.gz,reverse
446B,/data03/bio/rogachev_human/blood/446B_S153_R1_001.fastq.gz,forward
446B,/data03/bio/rogachev_human/blood/446B_S153_R2_001.fastq.gz,reverse
447B,/data03/bio/rogachev_human/blood/447B_S154_R1_001.fastq.gz,forward
447B,/data03/bio/rogachev_human/blood/447B_S154_R2_001.fastq.gz,reverse
448B,/data03/bio/rogachev_human/blood/448B_S155_R1_001.fastq.gz,forward
448B,/data03/bio/rogachev_human/blood/448B_S155_R2_001.fastq.gz,reverse
449B,/data03/bio/rogachev_human/blood/449B_S156_R1_001.fastq.gz,forward
449B,/data03/bio/rogachev_human/blood/449B_S156_R2_001.fastq.gz,reverse
44B,/data03/bio/rogachev_human/blood/44B_S101_R1_001.fastq.gz,forward
44B,/data03/bio/rogachev_human/blood/44B_S101_R2_001.fastq.gz,reverse
450B,/data03/bio/rogachev_human/blood/450B_S157_R1_001.fastq.gz,forward
450B,/data03/bio/rogachev_human/blood/450B_S157_R2_001.fastq.gz,reverse
452B,/data03/bio/rogachev_human/blood/452B_S158_R1_001.fastq.gz,forward
452B,/data03/bio/rogachev_human/blood/452B_S158_R2_001.fastq.gz,reverse
454B,/data03/bio/rogachev_human/blood/454B_S159_R1_001.fastq.gz,forward
454B,/data03/bio/rogachev_human/blood/454B_S159_R2_001.fastq.gz,reverse
457B,/data03/bio/rogachev_human/blood/457B_S160_R1_001.fastq.gz,forward
457B,/data03/bio/rogachev_human/blood/457B_S160_R2_001.fastq.gz,reverse
458B,/data03/bio/rogachev_human/blood/458B_S161_R1_001.fastq.gz,forward
458B,/data03/bio/rogachev_human/blood/458B_S161_R2_001.fastq.gz,reverse
459B,/data03/bio/rogachev_human/blood/459B_S11_R1_001.fastq.gz,forward
459B,/data03/bio/rogachev_human/blood/459B_S11_R2_001.fastq.gz,reverse
45B,/data03/bio/rogachev_human/blood/45B_S102_R1_001.fastq.gz,forward
45B,/data03/bio/rogachev_human/blood/45B_S102_R2_001.fastq.gz,reverse
461B,/data03/bio/rogachev_human/blood/461B_S12_R1_001.fastq.gz,forward
461B,/data03/bio/rogachev_human/blood/461B_S12_R2_001.fastq.gz,reverse
462B,/data03/bio/rogachev_human/blood/462B_S13_R1_001.fastq.gz,forward
462B,/data03/bio/rogachev_human/blood/462B_S13_R2_001.fastq.gz,reverse
463B,/data03/bio/rogachev_human/blood/463B_S14_R1_001.fastq.gz,forward
463B,/data03/bio/rogachev_human/blood/463B_S14_R2_001.fastq.gz,reverse
464B,/data03/bio/rogachev_human/blood/464B_S15_R1_001.fastq.gz,forward
464B,/data03/bio/rogachev_human/blood/464B_S15_R2_001.fastq.gz,reverse
465B,/data03/bio/rogachev_human/blood/465B_S16_R1_001.fastq.gz,forward
465B,/data03/bio/rogachev_human/blood/465B_S16_R2_001.fastq.gz,reverse
467B,/data03/bio/rogachev_human/blood/467B_S17_R1_001.fastq.gz,forward
467B,/data03/bio/rogachev_human/blood/467B_S17_R2_001.fastq.gz,reverse
469B,/data03/bio/rogachev_human/blood/469B_S18_R1_001.fastq.gz,forward
469B,/data03/bio/rogachev_human/blood/469B_S18_R2_001.fastq.gz,reverse
46b,/data03/bio/rogachev_human/blood/46b_S121_R1_001.fastq.gz,forward
46b,/data03/bio/rogachev_human/blood/46b_S121_R2_001.fastq.gz,reverse
470B,/data03/bio/rogachev_human/blood/470B_S19_R1_001.fastq.gz,forward
470B,/data03/bio/rogachev_human/blood/470B_S19_R2_001.fastq.gz,reverse
471B,/data03/bio/rogachev_human/blood/471B_S20_R1_001.fastq.gz,forward
471B,/data03/bio/rogachev_human/blood/471B_S20_R2_001.fastq.gz,reverse
472B,/data03/bio/rogachev_human/blood/472B_S21_R1_001.fastq.gz,forward
472B,/data03/bio/rogachev_human/blood/472B_S21_R2_001.fastq.gz,reverse
473B,/data03/bio/rogachev_human/blood/473B_S22_R1_001.fastq.gz,forward
473B,/data03/bio/rogachev_human/blood/473B_S22_R2_001.fastq.gz,reverse
474B,/data03/bio/rogachev_human/blood/474B_S124_R1_001.fastq.gz,forward
474B,/data03/bio/rogachev_human/blood/474B_S124_R2_001.fastq.gz,reverse
475B,/data03/bio/rogachev_human/blood/475B_S23_R1_001.fastq.gz,forward
475B,/data03/bio/rogachev_human/blood/475B_S23_R2_001.fastq.gz,reverse
476B,/data03/bio/rogachev_human/blood/476B_S24_R1_001.fastq.gz,forward
476B,/data03/bio/rogachev_human/blood/476B_S24_R2_001.fastq.gz,reverse
478B,/data03/bio/rogachev_human/blood/478B_S25_R1_001.fastq.gz,forward
478B,/data03/bio/rogachev_human/blood/478B_S25_R2_001.fastq.gz,reverse
47b,/data03/bio/rogachev_human/blood/47b_S132_R1_001.fastq.gz,forward
47b,/data03/bio/rogachev_human/blood/47b_S132_R2_001.fastq.gz,reverse
480B,/data03/bio/rogachev_human/blood/480B_S26_R1_001.fastq.gz,forward
480B,/data03/bio/rogachev_human/blood/480B_S26_R2_001.fastq.gz,reverse
481B,/data03/bio/rogachev_human/blood/481B_S27_R1_001.fastq.gz,forward
481B,/data03/bio/rogachev_human/blood/481B_S27_R2_001.fastq.gz,reverse
482B,/data03/bio/rogachev_human/blood/482B_S28_R1_001.fastq.gz,forward
482B,/data03/bio/rogachev_human/blood/482B_S28_R2_001.fastq.gz,reverse
483B,/data03/bio/rogachev_human/blood/483B_S29_R1_001.fastq.gz,forward
483B,/data03/bio/rogachev_human/blood/483B_S29_R2_001.fastq.gz,reverse
484B,/data03/bio/rogachev_human/blood/484B_S30_R1_001.fastq.gz,forward
484B,/data03/bio/rogachev_human/blood/484B_S30_R2_001.fastq.gz,reverse
485B,/data03/bio/rogachev_human/blood/485B_S31_R1_001.fastq.gz,forward
485B,/data03/bio/rogachev_human/blood/485B_S31_R2_001.fastq.gz,reverse
